feature,cnt_abndavg,cnt_abndstd,cnt_cntavg,cnt_cntstd,year_cnt_abndavg,year_cnt_abndstd,year_cnt_cntavg,year_cnt_cntstd,near_year_cnt_noactavg,near_year_cnt_noactstd,Abandoned over Next,monotone
commits,2.306353992670992,3.2250662705018778,1.6596330770906995,2.324186411600495,3.075957960834438,5.066941438782211,2.17732293730446,3.9211985101531375,1.5151534417039485,2.7396962351579366,1.3896770463950865,True
files_edited,4.104991900292913,28.85991063997982,3.332605233758439,94.5112068620826,4.093682901002016,94.85054306168476,4.153844523315265,61.448998239770134,2.6567207429120763,27.205737567007922,1.231766624714621,True
files_created,10.302783499610976,86.0087885569515,7.640450417221148,108.89303835081405,3.7609472609761427,115.59090660133612,6.499201008313834,128.75490729762194,6.399345768836768,210.47042244921886,1.348452373486919,True
ccp,2.2774525723705445,32.825458662409915,1.9250512228399208,26.016634014255715,2.7099127543526347,106.72527255030771,3.0972845147563035,78.19076056427478,2.2406593675060926,18.780153380527594,1.1830607650069414,False
refactor_mle,1.809688516991528,10.72696146336923,1.9307051060118965,26.915733039190588,0.22371015685255446,8.704677584918858,1.211370114628969,24.293946697572945,1.668707572358732,44.18692513511433,0.9373200036382859,False
cursing_rate,0.4816021072858188,0.997359626882385,0.4631178694407019,1.3700016473878105,0.362213636166444,0.5542624182941005,0.5869293123455999,1.1119639558045729,0.8758865282519998,2.148892775370784,1.0399125990699516,False
positive_sentiment_rate,0.7500822925705956,1.5294750272027504,0.8918848795608518,1.7114764863962169,0.4793364729310414,2.061817358630836,0.6938611046186292,3.7399200116923375,0.7099124455549998,2.6455823615586525,0.8410079706025767,False
negative_sentiment_rate,0.8224517454072197,1.2731702339500959,0.953634958943441,1.5326923550009728,0.4325800700130035,1.3812255942889884,0.7635737293141078,1.6830178586454223,0.9045747310713828,2.49672518839158,0.862438753627947,True
avg_coupling_code_size_cut,1.4041238771879854,2.0826154557164127,1.3105519046849703,2.042154078511329,1.3998647892835865,10.737800004654158,1.6984345461036032,12.969664646786056,1.9540010832530328,11.77201600638473,1.0713989061925082,False
tests_presence,1.6059212963352667,12.835904825279922,1.6469415409802162,8.916589495689031,2.9089598765720934,19.128845474510886,2.829727556205495,24.481458272623872,3.2875963870161344,20.859937891569192,0.9750930779118394,False
multiline_message_ratio,1.0245198565653393,0.43782303359324665,1.023321754112718,0.7723483762088419,1.0547781633457072,2.475233128353969,1.1148877483189297,2.8534462197723127,1.6764097951933734,7.849860142964296,1.001170797403462,True
message_length_avg,1.0538574929884998,0.6208049811616203,1.0717175736385611,7.407233991167973,1.5948950355427685,4.839710820774825,1.4523320262273405,5.510816625314071,1.1574708415156645,1.3189940227941228,0.9833350865103154,False
corrective_multiline_message_ratio,1.0066396944775395,0.21876400901444487,1.0072250871176576,0.3109060021864209,1.0305562196360396,1.4951012917581807,1.0660806751048213,1.3427323146554178,1.301875288445113,3.6412419647710688,0.999418806533311,False
same_date_duration_avg,3.5637582666500283,24.27944037168401,2.951451197560192,144.84488571849698,14.678576416420713,106.84649041998442,16.051623459098963,210.3563445345561,37.49554889592822,640.744700763272,1.20745966241827,False
commit_period,2.0968903443598195,7.060102494553564,1.3344180522269746,4.930205245805274,3.5743254964475852,12.170116950082328,1.4045023985164375,3.9009514636412734,1.0260282331440125,3.7823242356447033,1.5713893714644935,True
commits_per_day,1.1255118175922505,0.5611161025063085,1.1083997446257037,0.5413878962527073,1.153789020977714,0.9612597606149716,1.2073738214762348,0.9601260353902212,1.2713980172807011,1.3905477317395118,1.0154385392540175,True
commit_days,2.303493943338851,3.212067511185853,1.6574989439462653,2.3228615632136784,3.0745868884143994,5.223518771683788,2.1737120456533723,3.9184673140869855,1.5217151900661887,2.7552379925753128,1.3897408211039732,True
commit_day_density,2.232976264527717,6.430379187280626,1.9563672064686068,5.426329046298264,1.8892148442447247,4.4613984094413475,2.200785385436911,5.596368362873322,3.325391407746443,19.399254861195505,1.141389130396645,True
prev_touch_ago,64.44827118287466,5037.62888570585,22.882354810704516,2360.6002694817194,723.6386241918968,21170.041498393384,215.12970042848087,7493.364739510855,41.816610965000635,3198.646794890105,2.8165051943310195,False
one_file_fix_rate,1.0965555763577521,0.9576468078649268,1.1026964299206274,0.9584756314300694,0.9527969946394756,1.7009965194877157,1.1007046751713798,1.8913550039674343,1.291588249176139,2.4371049673509257,0.9944310570015019,True
one_file_refactor_rate,1.0105043949279533,1.0640049643144232,1.0748498333487595,1.1325034566864691,0.9181324958914888,1.0879244676193751,1.057932972165334,1.4411788535117187,1.1057499014980288,1.608222910081846,0.9401354157349273,True
reverted_ratio,0.888148788448001,0.8191955382006558,1.3706454602076406,1.5896059367197628,0.7642827424190826,0.5487276630883935,1.3508699559131074,1.8923249240129565,3.0845314165510564,1.6951174593113505,0.6479784993512869,True
